Data;Alterações
2026-02-20;"fix: resolve admin overlay blocking interface in medium resolutions"
2026-02-20;"fix: adjust nginx cache to allow api storage images"
2026-02-20;"fix: logout agora chama signOut() + link Admin corrigido para /admin/dashboard"
2026-02-20;"feat: modal público com pills coloridos, frases por tipo e badge de time no mobile"
2026-02-20;"fix: frases por tipo de evento, titulo defensivo contra dados legados, cache nginx no-store p/ index.html"
2026-02-20;"fix: menu iOS Safari - z-index, safe-area, translate-no e viewport-fit=cover"
2026-02-20;"feat: frases poliesportivas, ordenacao fases, filtro por rodada, fonte pill aumentada"
2026-02-20;"fixed error public sumula"
2026-02-20;"fixed error public sumula"
2026-02-20;"implementado sumula voz basquete"
2026-02-20;"feat: backend update"
2026-02-19;"feat(frontend): prevent screen sleep in sumula and improve foul logic for futsal/society"
2026-02-19;"Enhance user creation details and email validation"
2026-02-19;"Fix AdminPlayerController password update and add debug logs for Club Explore"
2026-02-18;"add upload troubleshooting guide"
2026-02-18;"refactor profile to use PhotoUploadSection and add desktop menu links"
2026-02-18;"fix photo url construction"
2026-02-18;"fix required"
2026-02-18;"fix required"
2026-02-18;"feat: player upload with background removal and form improvements"
2026-02-17;"fix required"
2026-02-16;"alterações que o guilherme pediu"
2026-02-16;"Docs: Update CHANGES.md"
2026-02-16;"Fix: Add missing X icon import"
2026-02-16;"Refactor: Move Art Settings to Modal"
2026-02-16;"Feat: Add foul event to Football match sheet"
2026-02-16;"Fix: Add filter by sport in settings art and enable art_settings persistence"
2026-02-16;"Fix: Make birth_date optional in PlayerEditModal"
2026-02-16;"Feat: Art generation per championship & Team context player editing"
2026-02-16;"alterações que o guilherme pediu"
2026-02-16;"fix: image upload proxy url and cleanup"
2026-02-16;"testando"
2026-02-16;"testando"
2026-02-16;"testando"
2026-02-16;"fix(frontend): construct profile photo URL on client side to resolve proxy issues"
2026-02-16;"feat(frontend): add logs to debug profile photo update"
2026-02-16;"fix(backend): force absolute URLs for player photo upload response"
2026-02-16;"feat(frontend): integrate document scanning and fix dom error"
2026-02-16;"fix(backend): prevent password double hashing on user registration"
2026-02-16;"fix(backend): improvements for user registration and profile photo handling"
2026-02-16;"fix docker-compose"
2026-02-15;"fix art"
2026-02-15;"fix art"
2026-02-15;"fix art"
2026-02-14;"fix art"
2026-02-14;"fix art"
2026-02-13;"add full screen art preview modal and debug logs"
2026-02-13;"update dynamic bg logic in art generator"
2026-02-13;"add sport editor preview"
2026-02-13;"update art placeholders"
2026-02-13;"fixing art error"
2026-02-13;"fixing art error"
2026-02-13;"add modulo total personal"
2026-02-13;"add modulo total personal"
2026-02-13;"add modulo total personal"
2026-02-13;"add modulo total personal"
2026-02-13;"add modulo total personal"
2026-02-13;"add modulo total personal"
2026-02-13;"add modulo total personal"
2026-02-13;"add modulo total personal"
2026-02-13;"add modulo total personal"
2026-02-13;"fixplacar"
2026-02-13;"fix multiteam"
2026-02-13;"fix multiteam"
2026-02-12;"fixing art generation"
2026-02-12;"fix"
2026-02-12;"fix"
2026-02-12;"fix"
2026-02-12;"fix"
2026-02-12;"fix"
2026-02-12;"fix"
2026-02-12;"fix: corrige bug na arte de jogo programado e remove eventos duplicados de fim de jogo na sumula"
2026-02-12;"fix: logic for starting game button in Match Sheets (Futebol, Futsal, F7, Handebol, Basquete)"
2026-02-12;"fix: protect bracket generation (require finished matches), fix admin routes, optimize mobile button"
2026-02-12;"fix: move status controls outside card link to prevent accidental navigation"
2026-02-11;"feat: adjust art generation for Story format (1080x1920)"
2026-02-11;"add: missing fonts (Merriweather, Open Sans, Lato, Playfair, Teko, Cinzel, Source Sans, Roboto) fixed"
2026-02-11;"fix: scheduled match art layout and add round info to stats modal"
2026-02-11;"enhancement: enforce club colors and fonts on all art generation types and improve scheduled art layout"
2026-02-11;"update public match details modal art tab"
2026-02-11;"fixing"
2026-02-11;"feat: filter explore page by club and add Art tab to match details modal"
2026-02-11;"fix: wrap syncStatuses in try-catch to avoid 500 when migration is pending"
2026-02-11;"feat: update art settings page to be dynamic and include Jogo Programado"
2026-02-11;"feat: implement sport-specific background naming for scheduled games"
2026-02-11;"feat: auto status sync, smart championship status and Jogo Programado art"
2026-02-10;"feat: improve login, explore, my orders and public shop functionality"
2026-02-10;"feat: Add IA Lab page and increase photo upload timeouts"
2026-02-10;"fix: resolve double /api prefix in settings artwork URLs"
2026-02-10;"style: improve match summary edit visibility and UI"
2026-02-10;"feat: allow editing match events and score in summary modal, and fix navigation after finishing match"
2026-02-11;"Fix Leaderboard for running_points and clean EventMatches"
2026-02-11;"Fix syntax error in TeamDetails and ensure backend deploy"
2026-02-11;"fixing"
2026-02-11;"fixing"
2026-02-11;"fixing"
2026-02-11;"fixing"
2026-02-11;"fixing"
2026-02-11;"fixing"
2026-02-11;"fixing"
2026-02-10;"Fix Temporary Access club selection for Super Admin"
2026-02-10;"feito"
2026-02-10;"Fix product images logic and make fields optional for admins"
2026-02-10;"Fixed image upload paths and relaxed player registration requirements"
2026-02-10;"Fix: Products image upload URL generation to use Storage::url"
2026-02-10;"Fix: Revert to using /api/storage route for images (with trim safety)"
2026-02-10;"Fix: Remove /api suffix from base URL for image construction"
2026-02-10;"Fix: Add robust trim() to image URL checks"
2026-02-10;"fix: Corrige accessor para não processar URLs completas (https://)"
2026-02-10;"fix: Remove duplicação de /api na URL de imagens de produtos"
2026-02-10;"fix: Corrige carregamento de imagens de produtos"
2026-02-10;"feat: Adiciona UI completa de produtos no wizard de corrida"
2026-02-10;"feat: Implementa sistema completo de produtos/brindes para corridas"
2026-02-09;"feat: adiciona funcionalidade de gol contra no Futsal e Futebol 7"
2026-02-09;"fix: corrige lógica de gol contra - placar, seleção de jogador e visualização pública"
2026-02-09;"feat: adiciona modal de edição de jogadores com upload de foto"
2026-02-08;"fix: adiciona rota web para página de teste de remoção de fundo"
2026-02-08;"feat: melhora UX da arte do MVP e corrige cor das abreviações"
2026-02-08;"feat: adiciona página de teste para remoção de fundo com IA"
2026-02-08;"fix: adiciona suporte completo ao GD para geração de artes"
2026-02-08;"fix: corrige timer voltando no tempo na súmula"
2026-02-08;"feat: Adicionar logs detalhados na Súmula para debug"
2026-02-08;"feat: Adicionar logs detalhados para debug do timer"
2026-02-08;"fix: Timer roda localmente sem depender de updated_at do servidor"
2026-02-08;"fix: Sempre atualizar updated_at do timer para sincronização correta"
2026-02-08;"fix: Corrigir drift de 24h no timer da partida"
2026-02-08;"fix: Corrigir labels Traefik - usar domínio hardcoded e entrypoint 'https'"
2026-02-08;"fix: Adicionar labels Traefik para Reverb no padrão do Coolify"
2026-02-08;"fix: Simplificar configuração do Reverb para gerenciamento pelo Coolify"
2026-02-08;"fix: Ajustar labels Traefik para compatibilidade com Coolify"
2026-02-08;"fix: Corrigir configuração do Reverb WebSocket para atualizações em tempo real"
2026-02-07;"fix: frontend sync time bug and art generator stability"
2026-02-07;"fix: reverb keys and art generator out-of-bounds error"
2026-02-07;"chore: enable debug mode for reverb"
2026-02-07;"fix: robust art generation with fallbacks and removed external dependencies"
2026-02-07;"feat: robust timer sync with server-side timestamps and real-time status indicator"
2026-02-07;"feat: improve mobile sumula UX and add unknown/owngoal options"
2026-02-07;"fix: add startup delay and healthcheck to avoid db connection refused"
2026-02-07;"fix: add direct db dependency to reverb service"
2026-02-07;"infra: add Traefik labels for Reverb WebSocket routing"
2026-02-07;"feat: implement MVP selection and fix Reverb listener"
2026-02-07;"chore: change reverb port to 9090"
2026-02-07;"feat: implement Laravel Reverb real-time updates and public match print view"
2026-02-07;"fix: show clock placeholder when not synced"
2026-02-07;"feat: improve live clock visibility and MatchDetailsModal responsiveness"
2026-02-05;"feat: improve live match timer sync, persistence and score automation across all sports"
2026-02-05;"feat: refine sport sumulas UI, add fouls logic for Futsal/Society and live timer sync for public view"
2026-02-05;"Fix: Live Match Sync - implemented server-side pings, state recovery, and auto-score updates for all sports"
2026-02-05;"fix: apply robust sync logic to SumulaFutsal and backend"
2026-02-05;"fix: robust match start sync and error handling in sumula"
2026-02-05;"feat: public match details modal with live updates and timeline"
2026-02-05;"style: Improve mobile responsiveness for Temporary Access and Product Manager pages"
2026-02-05;"feat: Implement full product management (admin CRUD + public view) and add sidebar navigation for Shop/TempAccess"
2026-02-05;"feat: Add Temporary Access (Seasonal Admin) with renewal capability"
2026-02-05;"feat: Automate championship progression, 3rd place match and UI enhancements"
2026-02-05;"fix: show login prompt on profile page when not authenticated"
2026-02-04;"fix: league_playoffs should behave like league for seeding"
2026-02-04;"refactor: cleaner round robin scheduling without scary dummy logs"
2026-02-04;"fix: cleanup comments in AdminChampionshipController"
2026-02-04;"fix: syntax error in controller"
2026-02-04;"fix: intense logging for scheduler debugging"
2026-02-04;"feat: improve club creation and debug match generation"
2026-02-04;"fix: add debug logging to bracket generation to investigate missing matches"
2026-02-04;"feat: fix match timezone issue and add support for multiple legs in schedule generation"
2026-02-04;"feat: update match management and add penalty scores"
2026-02-04;"Add Edit Match functionality to Matches list page"
2026-02-04;"Remove category editing from match modal and remove No Category filter"
2026-02-04;"Expand System Settings with all team sports art slots"
2026-02-04;"Allow simplified player registration for admins (only name required)"
2026-02-04;"Implement Impersonation and Sidebar Filtering for Super Admin"
2026-02-04;"Disable modality toggling in Settings page"
2026-02-04;"Add ClubForm with Modalities Management for Super Admin"
2026-02-04;"Implement Club Delete and Update routes + Frontend features"
2026-02-04;"Add Super Admin panel: Club Management and System Settings"
2026-02-04;"Fix bracket generation 500 error: Add group_name and is_knockout columns to matches"
2026-02-04;"Fix ClubHome: Add Futebol 7 and White Logo Bg"
2026-02-04;"Enhance mobile header visibility"
2026-02-04;"Fix overflow visibility in mobile Settings menu"
2026-02-04;"Support slug filtering and standard slug naming"
2026-02-04;"Add Futebol 7 support to Art Settings"
2026-02-04;"Change Header to dark theme on mobile"
2026-02-04;"Filter available sports in Championship Form"
2026-02-04;"Add endpoints for Settings Logo and Banner upload"
2026-02-04;"Fix migration failure by checking if banner_url exists"
2026-02-04;"Fix 500 errors and improve mobile design"
2026-02-03;"Fix: Remove undefined variable in settings update"
2026-02-03;"Fix: Simplifica salvamento de art_settings para evitar erro 500 no PUT"
2026-02-03;"Fix: Redirecionamento correto para sumula de Futebol 7 e outros esportes"
2026-02-03;"Separa fundos padrao de confronto para futebol e volei"
2026-02-03;"Fix: Add try-catch to uploadGeneric in ImageUploadController"
2026-02-03;"Fix: AdminSettingController crash (500) caused by json_decode on array inputs"
2026-02-03;"Fix: Upload team logo 500 error by using correct columns (logo_url, logo_path)"
2026-02-03;"Fix: Dashboard stats, leaderboard logic, match manager buttons, and assets upload"
2026-02-03;"Fix: App rename to Esportes7, dashboard reports, bracket generation, and settings assets"
2026-02-03;"fix(upload): increase timeout for player photo upload with AI bg removal"
2026-02-03;"fix: remove nested duplicated PlayerForm component definition"
2026-02-03;"fix: refactor PlayerForm component structure to fix nesting issue"
2026-02-03;"feat: add photo upload with bg removal to player form and fix upload routes"
2026-02-03;"feat: re-add python deps to Dockerfile since build error was fixed in frontend"
2026-02-03;"fix: revert Dockerfile to prev version and fix React syntax error"
2026-02-03;"feat: update backend controllers, API routes, and frontend integration"
2026-02-02;"fix: Update all model accessors to include /api prefix in storage URLs"
2026-02-02;"fix: Add storage route to api.php for Coolify proxy compatibility"
2026-02-02;"fix: Add route to serve storage files via Laravel (php artisan serve doesn't handle symlinks)"
2026-02-02;"fix: Add URL accessors to all remaining models (User, Race, Product, Post)"
2026-02-02;"fix: Add URL accessors and storage symlink to serve uploaded images correctly"
2026-02-02;"Fix: force reload championship data after image upload to update UI"
2026-02-02;"Debug: added console logs for championship image upload troubleshooting"
2026-02-02;"Feature: organized championship image uploads with proper folder structure"
2026-02-02;"Fix: dashboard API error handling and team relationships"
2026-02-02;"UX: improved mobile navigation and replaced wallet with registrations"
2026-02-02;"Feature: customizable club banners with logo/brasão fallback"
2026-02-02;"Feature: real-time dashboard with live stats and activities"
2026-02-02;"Feature: separate 'No Category' filter from 'All' in match manager"
2026-02-02;"Fix: safe metadata handling in GameMatch model"
2026-02-02;"Fix: improve match update validation to handle category changes"
2026-02-02;"Fix: match update 405 error and improve admin mobile responsiveness"
2026-02-02;"Fix: Auto-create category on championship store and auto-assign on team add"
2026-02-02;"Fix: Admin match management, category filtering and auto-assignment"
2026-02-02;"fix(reports): resolve dashboard data issues and remove global top scorers for multisport logic"
2026-02-02;"fix(admin): finalize team and player management improvements"
2026-02-02;"fix(admin): enable team editing and improve team details page"
2026-02-02;"feat(sumula): standardize match status life cycle and event logging across all sports"
2026-02-02;"fix(matches): improve match life cycle and fix status strings consistency"
2026-02-02;"fix(matches): sync arbitration modal and persistence across matches views"
2026-02-02;"fix(settings): ensure font and email settings are persisted in database"
2026-02-02;"feat(settings): simplify font preview and layout"
2026-02-02;"feat: implement visual identity settings with colors, fonts, and image uploads for championships. Added live preview and automatic deletion of old assets on VPS."
2026-02-01;"feat: improve AdminMatchManager with date sorting and match edit functionality"
2026-02-01;"feat: unify match summary (sumula) logic across all sports and add event deletion"
2026-02-01;"style: hide timeout button for soccer field matches"
2026-02-01;"feat(sumula): add delete event functionality to soccer sumula"
2026-02-01;"feat(sumula): add blue card, assist, and mvp events to soccer sumula"
2026-02-01;"fix(sumula): fix player loading and event registration in soccer sumula"
2026-02-01;"style: improve championship list in team details with sport and category"
2026-02-01;"feat: add extra player fields and fix mandatory requirements for email, cpf, birth_date and gender"
2026-01-31;"feat(admin): add player management link to championship teams page"
2026-01-31;"feat(admin): enable player management in team details and fix mock team count"
2026-01-31;"feat(admin): replace mock team count with real data on championship dashboard"
2026-01-31;"fix(teams): fix team assignment to championship and update participant listing- Updated teamsList to fetch from championship_team pivot table instead of games- Improved team management feedback"
2026-01-31;"fix: resolve 500 error when saving category and improve mobile responsiveness- Added missing 'max_teams' column to categories table- Changed 'gender' column type to string to support frontend values- Updated Category model fillable- Implemented card-based views and responsive grids for Categories, Matches, and Players"
2026-01-31;"fix(category): fix 500 listing error and 422 validation error"
2026-01-31;"fix(admin): repair broken routes and links in admin dashboard"
2026-01-31;"feat(validation): age and gender eligibility rules for athletes and captains"
2026-01-31;"feat(settings): whitelabel colors, modalities management and superadmin security"
2026-01-31;"feat(admin): advanced management settings and report fixes"
2026-01-31;"fix(admin): resolve mobile menu issues, remove unused header items, and implement real user data and activity feed in dashboard"
2026-01-31;"Fix: Corrige botões e melhora UX - Adiciona navegação real ao botão de categorias - AdminMatchManager usa formato do campeonato - Melhora responsividade mobile"
2026-01-31;"Fix: Corrige navegação do botão 'Ver Página Pública' para área pública (/events)"
2026-01-31;"Fix: Adiciona suporte para logo_url, cover_image_url e registration_type"
2026-01-30;"feat: Sistema completo de Vôlei, Reports e Player Tracking"
2026-01-30;"Add complete sumulas for Basketball, Handball and Beach Tennis with sport-specific rules"
2026-01-30;"Fix sports SQL to match MODALIDADES.md - add combat and racing sports"
2026-01-30;"Add futsal sumula, sports SQL insert, and dynamic sumula routing by sport"
2026-01-29;"fix(frontend): corrige rota do botão criar torneio para incluir prefixo /admin"
2026-01-29;"feat(admin): cria dashboard de campeonato e melhora navegação"
2026-01-29;"fix(frontend): remove crash de renderização ao exibir objeto sport em vez de string"
2026-01-29;"fix(admin): corrige acesso/login admin, habilita rotas backend, CRUD campeonatos e carteirinha"
2026-01-29;"fix: corrige classificação e adiciona melhorias UX"
2026-01-29;"fix: corrigir Factories e testes para corresponder ao schema do banco"
2026-01-29;"feat: adicionar campos OCR (gender, rg, mother_name) + implementar testes automatizados PHPUnit"
2026-01-29;"feat: Implement Agenda endpoint, Unified Login, and Admin Pages"
2026-01-29;"fix: backend leaderboard sport slug normalization for volei logic"
2026-01-29;"fix: normalize sport slug in Web EventDetails to fix missing menu items"
2026-01-29;"fix: resolve 404 on standings and add card type tabs"
2026-01-29;"feat: enhance ArtGeneratorController to support multiple art types and dynamic backgrounds"
2026-01-29;"feat: implement legacy-style server-side MVP art generation and web gallery"
2026-01-29;"fix(frontend): restore App.tsx imports and update EventMatches with status sections"
2026-01-29;"feat(frontend): implement event stats, mvp, participants and arts placeholder screens"
2026-01-29;"fix(frontend): update EventMatches to use correct matches endpoint"
2026-01-29;"fix(docker): remove NODE_ENV=development to ensure production build uses relative api path"
2026-01-29;"fix(build): disable strict type checking and remove tsc from build script to enable deployment"
2026-01-29;"fix(docker): use legacy-peer-deps and force dev env for frontend build"
2026-01-29;"feat: implement championship formats, groups logic and legacy cleanup"
2026-01-27;"feat: redesign EventDetails to match mobile + improve import with fresh mode"
2026-01-28;"fix: correct championship statuses and public list filtering"
2026-01-28;"fix: import old data logic for teams, sets, events and categories hierarchy"
2026-01-28;"chore: add debug csv route"
2026-01-28;"fix(api): eagerly load sport relation and fix frontend filtering logic"
2026-01-28;"fix(seeder): prevent crash on missing CSV columns and improve output logging"
2026-01-28;"fix(seeder): allow 'upcoming' status for imported championships and move CSVs to correct path"
2026-01-28;"feat: improve web parity with mobile (ClubHome filtering, Explore visual update)"
2026-01-28;"feat: match web flow with mobile workflow (choose club -> club home -> modules)"
2026-01-28;"feat: add document/photo upload to backend and sync web home with mobile flow"
2026-01-28;"fix: build errors by removing unused vars and fixing tailwind version"
2026-01-28;"fix: configuracao nginx e env para phpmyadmin funcionar em subdiretorio /db"
2026-01-28;"fix: correcao critica no login (payload incorreto login vs email e access_token)"
2026-01-28;"fix: correcao do endpoint de estatisticas publicas para suportar goleadores e maior pontuador de volei"
2026-01-28;"feat: implementacao completa das paginas publicas (Explorar Eventos e Detalhes do Evento) estilo mobile em React Web"
2026-01-28;"fix: adicionando postcss.config.js para corrigir carregamento do TailwindCSS em producao"
2026-01-28;"feat: configuracao de proxy para acessar api (/api) e phpmyadmin (/db) no mesmo dominio"
2026-01-28;"chore: removendo portas expostas (80, 8082) para deixar o Coolify gerenciar o roteamento"
2026-01-28;"feat: repositorio limpo e reestruturado (backend + frontend) para deploy"
