﻿Data;Alterações
2026-07-13;"Correção(register): normalizar os formatos de CPF e data de nascimento e tornar robusto o tratamento de respostas a erros"
2026-07-12;"Recurso: permitir ao líder editar dados do time (nome, cidade e logo)"
2026-07-12;"Correção: elimine ambas as chaves estrangeiras antes de eliminar o índice exclusivo para evitar problemas de dependência do índice"
2026-07-12;"Correção: adicione verificações para eliminar restrições e chaves com segurança na migração mvp_votes"
2026-07-12;"Correção: dividir operações de esquema em chamadas separadas na migração mvp_votes"
2026-07-12;"Correção: eliminar a restrição de chave estrangeira antes da restrição exclusiva na migração mvp_votes"
2026-07-12;"Recurso: adicione votação MVP, operações de correspondência e validações de sumula"
2026-07-01;"Adicionar aviso de 4ª e 5ª falta na súmula de futsal"
2026-06-18;"Correção(frontend): desativar preenchimento automático/preenchimento automático em formulários de registro de jogadores"
2026-06-17;"Correção: definir o capitão da equipe durante o registro e analisar fromChampionshipId no frontend"
2026-06-17;"Recurso(championship): adicionar opção para definir contagem de rodadas personalizadas e visualizar jogos por rodada antes de gerar"
2026-06-16;"Correção(auth): remova a dependência de times.captain_id, verifique Championship_team"
2026-06-15;"Recurso(championship): remova a opção de formato de eliminação dupla e melhore as explicações de formato"
2026-06-15;"Recurso(team): remova o capitão global padrão do TeamForm para impor liderança baseada no contexto"
2026-06-15;"Desempenho(docker): otimizar o cache de compilação do Dockerfile para dependências do compositor"
2026-06-15;"Correção: adicione o campo de senha ao modal do player, respeite o contexto geral base e corrija a exclusão manual em cascata para evitar erros de FK"
2026-06-03;"Correção(futsal): atualizar as regras de tempo limite/falta e simplificar os tipos de rodadas para campeonatos de cronometragem"
2026-06-02;"Recurso(voice): melhorar a correspondência de jogadores de sumula de voz de basquete e identificação de equipe"
2026-06-02;"Recurso: permitir copiar elenco de outros campeonatos com pré-visualização de jogadores"
2026-05-28;"Recurso: use a coluna do banco de dados sport.category_type no frontend do React para uma classificação esportiva de tempo robusta"
2026-05-28;"Estilo: renomear Individuais/Atletismo para Individuais na seleção do ArtEditor"
2026-05-28;"Recurso: filtrar dinamicamente esportes e campeonatos dentro do ArtEditor com base no modo escolhido"
2026-05-28;"Estilo: priorizar voltas como métrica primária para campeonatos de voltas individuais"
2026-05-28;"Correção: resolver rota de API de resultados de corrida individual pública e consulta de front-end"
2026-05-28;"Correção(basketball-voice): tratar reticências, dois pontos e pontos como pontos na conversão de fala em texto"
2026-05-27;"Correção: selecione automaticamente a primeira partida e exiba o menu suspenso da bateria na tela de cronometragem"
2026-05-27;"Correção: resolver exibição de horários públicos e tela em branco de detalhes da partida para corridas coletivas"
2026-05-27;"Correção: mover declaração de expandedTeams para o topo do MatchDetailsModal corrigindo erro TDZ de inicialização"
2026-05-27;"Correção: corrija cores de voltas, cálculo de melhor volta e adicione linha do tempo agrupada por atleta nos resultados públicos"
2026-05-27;"Recurso: restaurar listagem e marcação de voltas por atleta com filtro de equipes nos temporizadores"
2026-05-26;"configurações adicionar"
2026-05-26;"Recurso: melhorias no sistema esportivo de tempo/voltas e correções na súmula de basquete por voz"
2026-05-25;"Correção: resolver eventos, rota de resultados públicos, falha no tempo de execução de importação do temporizador de estatísticas e filtro robusto de parâmetros de categoria_id em todas as visualizações públicas"
2026-05-25;"Correção: resolver redirecionamento de retransmissão de equipe pública, excluir mapeamento posicional do manipulador de tempo, capacidade de resposta modal de contagem regressiva, detalhes de feed de voltas e classificação de tempos administrativos"
2026-05-25;"Correção: restaurar o arquivo artesão para corrigir a descoberta do pacote do compositor e resolver falha de compilação no VPS"
2026-05-25;"Correção: resolver ícones de natação, redirecionamento de revezamento de equipe, filtro suspenso de competidor de revezamento e bugs de exibição de formato de voltas"
2026-05-25;"Recurso: alinhe o cronômetro da súmula de futsal e a lógica de final de partida com o futebol 7"
2026-05-25;"Recurso: implementar resultados públicos de revezamento da equipe, melhores estatísticas de volta, faltas de futsal, filtro de cronômetro da equipe e ícone de natação"
2026-05-22;"Recurso: corrija tempos e voltas com configuração dinâmica do Laravel Reverb e UI F1 premium"
2026-05-22;"Corrija os tempos dos concorrentes, o cronômetro e o modal de contagem regressiva para ser totalmente otimista, instantâneo e com escopo definido com o ID da partida"
2026-05-22;"Recurso: organizar campeonatos por etapa/eliminatória, refatorar MatchDetailsModal e AdminMatchManager em subcomponentes"
2026-05-19;"Correção: adicione category_id ao tipo de participante e torne timerRefs independente do ambiente"
2026-05-19;"Refatoração: extraia modais de cronômetro, contagem regressiva e tempo manual em subcomponentes altamente otimizados"
2026-05-19;"Correção: adicione atualizações otimistas à contagem de voltas +1 no painel de contagem regressiva"
2026-05-19;"Correção: calcular tempos de segmentos individuais no modo de relé, adicionar proteção de clique duplo e salvar estados no modal do cronômetro"
2026-05-18;"Correção: adicionar encadeamento opcional a user_id.toString() no frontend, adicionar verificações de esquema de autocorreção para coluna de volta no armazenamento de tempos do concorrente de backend"
2026-05-18;"Correção: completar a interface do modo de retransmissão e implementar carregamento robusto de participantes da equipe com fallback de autocorreção"
2026-05-18;"Correção: agrupar as transmissões dos tempos do concorrente em try-catch para evitar erros 500 ao salvar"
2026-05-18;"Correção: resolver erro 500 na API de participantes de campeonatos"
2026-05-15;"novidade"
2026-05-15;"novidade"
2026-05-15;"correção: adicione https://localhost ao CORS para Android Capacitor"
2026-05-14;"novidade"
2026-05-14;"novidade"
2026-05-14;"novidade"
2026-05-13;"Recurso: Temporizador global para lançamento em lote de voltas/distância"
2026-05-13;"Correção: ignore NewEventSelection e vá direto para ChampionshipForm"
2026-05-13;"Correção: erros de sintaxe em AdminChampionshipTimes.tsx"
2026-05-13;"Correção: Adicione a propriedade lap à interface RaceResult em PublicRaceResults.tsx"
2026-05-13;"Recurso: Implementar gerenciamento de campeonato multiformato, incluindo formato de voltas"
2026-05-13;"Recurso: cronômetro unificado de equipe/individual e modais de tempo manual com sincronização automática com os resultados da corrida"
2026-05-12;"Recurso: Finalizar a API do portal do cliente seguro e os endpoints de entrega de arquivos"
2026-05-12;"Recurso: Adicionar API do Portal do Cliente autenticada por token seguro para exe de auditoria"
2026-05-12;"novidade"
2026-05-12;"novidade"
2026-05-12;"novidade"
2026-05-12;"novidade"
2026-05-12;"novidade"
2026-05-12;"novidade"
2026-04-30;"consertar"
2026-04-30;"Recurso: adicione suporte WebP à geração de arte"
2026-04-26;"novidade"
2026-04-25;"novidade"
2026-04-25;"novidade"
2026-04-24;"Adicionado alias futebol-7 para menu de estatísticas"
2026-04-24;"Cartão implementado Defesa Menos Vazada (Backend + Frontend + Editor)"
2026-04-23;"novidade"
2026-04-22;"novidade"
2026-04-22;"novidade"
2026-04-16;"novidade"
2026-04-16;"novidade"
2026-04-15;"novidade"
2026-04-15;"novidade"
2026-04-14;"consertar"
2026-04-14;"consertar"
2026-04-10;"novidade"
2026-04-10;"novidade"
2026-04-01;"ajustes rodada"
2026-04-01;"ajustes rodada"
2026-03-31;"ajustes rodadas"
2026-03-31;"ajustes rodadas"
2026-03-31;"consertar voleio"
2026-03-31;"efeitos"
2026-03-31;"adicionar perna pau"
2026-03-30;"corrigir grupos"
2026-03-30;"corrigir grupos"
2026-03-30;"corrigir grupos"
2026-03-30;"corrigir grupos"
2026-03-30;"ajuste lógico desempate"
2026-03-26;"consertar arte"
2026-03-26;"correções"
2026-03-20;"tênis de ajuste"
2026-03-20;"tênis de ajuste"
2026-03-20;"tênis de ajuste"
2026-03-20;"tênis de ajuste"
2026-03-20;"ajuste 2o amarelo"
2026-03-20;"ajuste 2o amarelo"
2026-03-20;"ajuste 2o amarelo"
2026-03-19;"corrigir sumula impressa"
2026-03-19;"corrigir sumula impressa"
2026-03-19;"corrigir sumula impressa"
2026-03-19;"corrigir sumula impressa"
2026-03-19;"corrigir sumula impressa"
2026-03-19;"corrigir sumula impressa"
2026-03-18;"bola vermelha"
2026-03-18;"prêmios de ajuste"
2026-03-17;"Recurso: adicionar relatório de kit de produtos para campeonatos individuais com contagens de variantes"
2026-03-17;"Correção: garantir redução de estoque de produtos mediante confirmação de pagamento e cadastros gratuitos"
2026-03-17;"Correção: garantir detalhamento robusto de preços e exibição de cupons no painel financeiro"
2026-03-17;"Correção: melhorar relatórios de cupons e detalhamento de preços no painel financeiro"
2026-03-17;"Correção: ajustar as datas das transações financeiras para o fuso horário local"
2026-03-17;"Recurso: mostrar detalhamento de pagamento com descontos e cupons"
2026-03-17;"Recurso: adicionar filtragem de categoria e detalhamento de receita"
2026-03-17;"corrigir valor"
2026-03-17;"corrigir valor"
2026-03-17;"corrigir cupom"
2026-03-17;"corrigir cupom"
2026-03-17;"corrigir cupom"
2026-03-16;"corrigir cupom"
2026-03-16;"corrigir cupom"
2026-03-16;"corrigir cupom"
2026-03-16;"corrigir cupom"
2026-03-16;"corrigir cupom"
2026-03-16;"corrigir cupom"
2026-03-16;"corrigir cupom"
2026-03-16;"consertar basquete"
2026-03-15;"consertar arte novamente"
2026-03-15;"consertar arte"
2026-03-15;"Correção: foto artística respeita remove_bg_on_art - sem remoção de BG quando o evento não deseja"
2026-03-15;"Correção: adicione urlToPath ao ArtGdTrait para que IndividualArtController possa usá-lo"
2026-03-15;"consertar"
2026-03-15;"consertar"
2026-03-15;"consertar local"
2026-03-15;"corrigir cupom3"
2026-03-15;"corrigir cupom2"
2026-03-15;"corrigir cupom"
2026-03-14;"consertar arte"
2026-03-14;"consertar arte"
2026-03-14;"consertar arte"
2026-03-13;"modelo de correção"
2026-03-13;"corrigir modal de correspondência"
2026-03-13;"consertar arte"
2026-03-13;"Correção: blindagem total do webhook - pagamento sempre confirmado antes do email/estoque"
2026-03-13;"Correção: instala dompdf no Dockerfile (servidor PHP 8.4), protege ReceiptController se ausente"
2026-03-13;"Correção: remova dompdf do compositor.json, proteja ReceiptController contra ausência do pacote"
2026-03-13;"corrigir webhook"
2026-03-13;"corrigir webhook"
2026-03-13;"consertar"
2026-03-13;"Correção: corrige cálculo do valor da inscrição (categoria + subcategoria automática)"
2026-03-13;"ajuste"
2026-03-12;"corrigir valor automático"
2026-03-12;"corrigir valor"
2026-03-12;"corrigir valor"
2026-03-12;"refatorando novamente"
2026-03-12;"refatorei"
2026-03-12;"refatorei"
2026-03-12;"sem retirar fundo corrida"
2026-03-12;"sem retirar fundo corrida"
2026-03-12;"corrida de alteração"
2026-03-12;"alteração de tenis"
2026-03-12;"tenis alteracao ponto adv"
2026-03-12;"melhor tênis"
2026-03-12;"Correção: scorecard de tênis ultra-responsivo"
2026-03-12;"consertar tênis"
2026-03-12;"tenis alterado"
2026-03-12;"corrida melhor"
2026-03-11;"corrigir o pagamento novamente"
2026-03-11;"corrigir o pagamento novamente"
2026-03-11;"corrigir pagamento"
2026-03-11;"Correção: restaurar a lógica da corrida e melhorar a correspondência do cpf"
2026-03-11;"Correção: restaurar a lógica da corrida e melhorar a correspondência do cpf"
2026-03-11;"Correção: ajustar códigos e registros de erro de rastreamento"
2026-03-11;"melhora corrida"
2026-03-10;"ajuste fut7"
2026-03-10;"consertar o tempo do líder"
2026-03-10;"corrigir erro APAGA"
2026-03-10;"corrigir erro"
2026-03-10;"corrigir erro"
2026-03-10;"corrigir erro"
2026-03-10;"corrigir erro"
2026-03-10;"corrigir erro"
2026-03-10;"corrigir erro"
2026-03-10;"e-mail de confirmação em pdf"
2026-03-10;"e-mail"
2026-03-10;"adicionar webhook tk"
2026-03-10;"adicionar opção de compra"
2026-03-10;"inscrição de ajustes"
2026-03-10;"inscrição de ajustes"
2026-03-10;"ajustes de produtos"
2026-03-09;"perfil de ajuste"
2026-03-09;"ajuste lider como admin"
2026-03-09;"aj"
2026-03-09;"Correção: fluxo de compactação otimizado e contexto de auditoria"
2026-03-09;"foto de tempo limite de depuração"
2026-03-09;"corrigir o nome da tabela em removePlayer"
2026-03-09;"adicionar logs de front-end"
2026-03-09;"registros de ajuste"
2026-03-09;"ajuste fotos lider denovoooooo"
2026-03-09;"melhorar relatório de erros e corrigir removedor"
2026-03-09;"ajuste fotos lider denovo"
2026-03-09;"ajuste fotos lider denovo"
2026-03-09;"ajuste fotos lider"
2026-03-09;"ajuste fotos lider"
2026-03-09;"ajuste fotos lider"
2026-03-09;"ajuste ver artes"
2026-03-09;"ajuste foto lider e art"
2026-03-09;"ajuste foto lider e art"
2026-03-09;"ajuste pag gerenciamento de jogos"
2026-03-07;"corrida att"
2026-03-07;"corrigir categorias"
2026-03-07;"ajustes pcd e idoso"
2026-03-07;"ajustes pcd e idoso"
2026-03-06;"arrumar inscrição individual"
2026-03-06;"casa do clube att"
2026-03-06;"adicione rastreamento de pagamento, filtragem e exportação para gerenciamento individual de atletas"
2026-03-06;"melhorar a capacidade de resposta móvel geral para páginas de administração individuais"
2026-03-06;"corrigir lógica de importação de csv e verificação de atleta duplicado"
2026-03-06;"corrigir API do gerenciador de atletas e hierarquia de categorias"
2026-03-06;"corrigir enums de gênero e combinar o padrão do assistente"
2026-03-06;"corrigir endpoints de API de categoria e melhorar a interface de gerenciamento"
2026-03-05;"corrigir tipo de porcentagem de cupom e verificações adicionais de preço de categoria"
2026-03-05;"simplificação artes e correção de bugs"
2026-03-05;"erros básicos individuais"
2026-03-05;"equipes de cartão rotativo"
2026-03-05;"editado sumula volei encerrrar pt"
2026-03-05;"mostra vezes"
2026-03-05;"mostra vezes"
2026-03-05;"primeiras alterações individuais"
2026-03-05;"ações e backend individual"
2026-03-05;"ações e backend individual"
2026-03-05;"iniciando fase individual"
2026-03-04;"Recurso: adicionar suporte a 3 fotos no modal de add jogador do líder"
2026-03-04;"consertar volei"
2026-03-04;"consertar volei"
2026-03-04;"corrigir modal de grupo"
2026-03-04;"Refatoração: divida ArtGeneratorController em 3 características (ArtGdTrait, ArtCardTrait, ArtMatchTrait)"
2026-03-04;"Correção: sempre execute rembg no caminho da foto do player de modelo dinâmico também"
2026-03-04;"sempre execute rembg na foto do jogador antes de renderizar a arte, sem pular o cache"
2026-03-04;"adicione log mais detalhado para execução do comando rembg python"
2026-03-04;"forçar a execução do rembg em todas as fotos geradas do jogador usando o sufixo _processed"
2026-03-04;"adicionar botão de download à foto do perfil do jogador"
2026-03-04;"execução automática do rembg na geração da arte do jogador, se não existir"
2026-03-04;"corrija a transparência corretamente por meio da tela intermediária diretamente no ArtGenerator"
2026-03-04;"adicione o botão run_rembg no controlador de depuração"
2026-03-04;"depurar geração de arte do player"
2026-03-04;"voltando"
2026-03-04;"arrumando arte"
2026-03-04;"arrumando arte"
2026-03-03;"Correção: resolver erro 'sem permissão' ao líder atualizar foto própria no perfil usando Rota /me/photo"
2026-03-03;"Correção: corrige compressão de PNG para não gerar fundo preto e ajustar vinculação do tempo no cadastro"
2026-03-03;"Correção: corrige renderização de fundo preto na arte e add removedor fundo IA"
2026-03-03;"fotos do líder modal corrigido"
2026-03-03;"corrigindo volei e craque art"
2026-03-03;"Correção: Correção de mistura de canal alfa GD em imagecopyresampled"
2026-03-03;"corrigindo volei e craque art"
2026-03-03;"AJUSTANDO"
2026-03-03;"separando bacalhau"
2026-03-03;"arrumando categorias"
2026-03-02;"grupos de ajustes"
2026-03-02;"ajuste traefik"
2026-03-02;"lider permissão editar"
2026-03-02;"arrumando nome time grande"
2026-03-02;"arrumando nome time grande"
2026-03-02;"Recurso: implementação exclusão/anonimização de conta para conformidade Google Play"
2026-02-28;"Adicionar página de Política de Privacidade e corrigir caminho do Android SDK do front-end raiz"
2026-02-28;"Melhore a precisão e os detalhes do registro de auditoria e remova a redundância"
2026-02-28;"Corrija o erro 500 no AuditController usando fill() para filtros opcionais"
2026-02-28;"Adicione try-catch ao AuditController para diagnóstico de erros de VPS"
2026-02-28;"Adicione rotas de teste para depurar o erro 500 no VPS"
2026-02-28;"Sincronização da interface de auditoria no frontend integrado (backend/frontend)"
2026-02-28;"Filtros por dados e usuários em auditorias"
2026-02-28;"Implementação de sistema de auditoria completo com rastreamento de carga útil, resposta e página de origem"
2026-02-28;"Correção: Vazamento de elenco entre campeonatos. Certifique-se de que os jogadores sejam filtrados por Championship_id em todos os endpoints relacionados à partida."
2026-02-28;"backend: Corrigir a lógica do placar ao excluir eventos (gerenciar gols próprios, evitar pontuações negativas, reverter automaticamente o status da partida na exclusão de eventos do sistema)"
2026-02-27;"configurações comerciais"
2026-02-27;"corrigindo imagem"
2026-02-27;"Correção: alertas de erro explícitos em PlayerForm e PhotoUploadSection + suporte robusto a .jfif"
2026-02-27;"Correção: detecção robusta de nobg e saída PNG para todas as entradas (corrige RGBA como erro JPEG)"
2026-02-27;"Correção: logs de depuração, verificação exec(), detecção automática de python, endpoint test-ai-env"
2026-02-27;"Correção: usar rota publica /public/art para abrir arte em nova aba"
2026-02-27;"Correção: feedback de erro remove_bg + melhores detalhes de erro de IA"
2026-02-27;"corrigindo imagem"
2026-02-27;"Recurso: Zerar cronômetro de partida em novos períodos de partidas offline de Futebol e Futebol7"
2026-02-27;"Correção: Atualização de pontuação otimista para o modo off-line de vôlei"
2026-02-27;"Correção: Resolva problemas de congelamento e sincronização da IU rastreando filas pendentes externamente"
2026-02-27;"Recurso: Adicione resiliência offline ao BasqueteVoz, Handebol, Tenis e atualize o link da Agenda"
2026-02-26;"Recurso(EventController): adicionar pontos finais de detalhamento de estatísticas de 3 e 2 pontos para estatísticas de basquete"
2026-02-26;"Correção(EventController): remover a disputa de pênaltis e excluir adequadamente os gols contra das estatísticas dos artilheiros"
2026-02-26;"Correção(EventController): corrija a falha da matriz de decodificação JSON e expanda a lista de event_types para todos os esportes no endpoint de estatísticas"
2026-02-26;"Correção(EventController): corrigir estatísticas de eventos em todos os esportes unificando as fontes de dados match_events e game_matches.match_details"
2026-02-26;"Correção(public): corrigir quebra de string vazia de category_id e falta de consulta de estatísticas de assistência/rebote"
2026-02-26;"Correção(tenis): mapear corretamente a carga útil do evento no ponto ou adição do jogo"
2026-02-26;"Correção(volei): sempre mostre btn"
2026-02-26;"Recurso(tenis): integre resiliência offline para rastreamento de pontos e definição de acabamento"
2026-02-26;"Correção(volei): corrigir o cronômetro dos detalhes da partida, corrigir o URL do botão de arte e corrigir a lógica do botão mvp/finalizar a partida"
2026-02-26;"Correção(admin): resolver o conteúdo ausente da guia de arte no modal de resumo do gerenciador de partidas e corrigir rótulos específicos do voleio nos detalhes da partida"
2026-02-26;"Recurso(volley): implementar botões MVP/Finish Match na sumula do Volley, melhorar o tamanho da exibição dos conjuntos e inverter o placar automaticamente"
2026-02-26;"Recurso: correções na exibição da página pública da partida para vôlei"
2026-02-26;"Recurso: volei emojis específicos, nomes de linha do tempo e correção de sincronização do cronômetro de partida"
2026-02-26;"Correção: mantenha o valor setupModalOpen atualizado em fechamentos usando ref"
2026-02-26;"Correção: manter a rotação local e o estado da equipe de atendimento enquanto o modal de configuração estiver aberto"
2026-02-26;"Recurso: ajuste a quebra automática do texto artístico para quebrar na barra e > 15 caracteres"
2026-02-26;"Recurso: quebra automática de texto inteligente para nomes longos de equipes no gerador de arte"
2026-02-26;"Recurso: volei sumula correções de bugs e melhorias"
2026-02-26;"Tarefa: reverter sumula volei para 4b6bff1 e salvar atual como atual"
2026-02-26;"Correção: fluxo de partida de voleio, cronômetro, registro de ponto e back-end de recuperação de senha"
2026-02-25;"Recurso: adicionar URL de front-end coolify às origens permitidas pelo CORS"
2026-02-25;"Desempenho: compressão em 2 estágios - redução de resolução primeiro, qualidade JPEG se necessário"
2026-02-25;"Recurso: compactação automática de imagens no frontend + limite de 4MB no backend"
2026-02-25;"Correção: cors - adicionar capacitor de origens (iOS/Android) e corrigir support_credentials vs wildcard"
2026-02-25;"Correção: corrige bug de periodo - timerRef atualizado antes de RegisterSystemEvent (Futebol e Futebol7)"
2026-02-25;"Recurso: unifica botoes de cartao e craque na sumula (Futebol e Futebol7); Destaca-se contra a linha do tempo; UI morfismo de vidro escuro"
2026-02-25;"Correção: restaura sumula volei com rodizio, corrige tremor UI e faltas e tiro livre no futsal e futebol 7"
2026-02-25;"Refatoração: Layout lado a lado compatível com dispositivos móveis para sumulas de futebol, F7, futsal e handebol"
2026-02-25;"Recurso: implementar gancho de resiliência off-line universal em vários esportes, incluindo Futebol, Volei, F7, Futsal, Handebol e Futevolei"
2026-02-25;"Correção: restaure a lógica de voz do basquete e integre a resiliência offline"
2026-02-25;"Recurso: implementar gancho de resiliência off-line universal em vários esportes, incluindo Futebol, Volei, F7, Futsal, Handebol e Futevolei"
2026-02-25;"arrumando a bagunca do volei"
2026-02-25;"arrumando a bagunca do volei"
2026-02-25;"arrumando a bagunca do volei"
2026-02-25;"arrumando a bagunca do volei"
2026-02-25;"arrumando a bagunca do volei"
2026-02-25;"arrumando erros"
2026-02-24;"arrumando erros"
2026-02-24;"arrumando erros"
2026-02-24;"arrumando erros"
2026-02-24;"arrumando erros"
2026-02-24;"arrumando erros"
2026-02-24;"Recurso(volei): adicionar tempo definido, troca lateral automática e auxiliares de rotação"
2026-02-24;"Estilo(volei): otimizar a UI da sumula para dispositivos móveis"
2026-02-24;"Correção(volei): corrigir carregamento de jogadores e ajustes de UI na sumula"
2026-02-24;"consertando basquete"
2026-02-24;"consertando basquete"
2026-02-24;"consertando basquete"
2026-02-24;"Estilo: ocultar botão de auditório para esportes que não utilizam voz"
2026-02-24;"Correção: associação definitiva de player_id nos eventos de voz"
2026-02-24;"Correção: resolver erro de encerramento e melhorar identificação de jogadores por voz"
2026-02-24;"Recurso: exibição de elencos e detalhes de falhas em auditorias"
2026-02-24;"Recurso: suporte massivo a gírias de basquete e confortável de comandos"
2026-02-24;"Correção: suporte a acentos e melhoria em auditórios de elencos"
2026-02-24;"Recurso: melhoria robusta no reconhecimento de jogadores (nome e número por extenso)"
2026-02-24;"Correção: restaurar elenco de elenco na súmula de basquete por voz"
2026-02-24;"Recurso: auditório de voz e controle de cronômetro no admin"
2026-02-24;"Recurso: registra detalhes de voz e controle de tempo na súmula"
2026-02-24;"Recurso: histórico de eventos com exclusão e controle de quartos na soma de voz"
2026-02-24;"Correção: persistência do cronômetro de basquete e log de comandos de voz em eventos"
2026-02-24;"Correção: suporte a busca de jogadores por nome na soma de voz e melhoria na flexibilidade de comandos"
2026-02-24;"Recurso: melhorias na súmula de basquete por voz, cronômetro e lista de jogadores"
2026-02-23;"Correção: corrigindo URLs de imagens para usar proxy /api/storage e sincronizar o contexto do usuário"
2026-02-23;"Correção: lógica de parada de reconhecimento de fala nativa e fallback de transcrição"
2026-02-23;"Recurso: apontador de voz de basquete com suporte a capacitor nativo"
2026-02-23;"Correção: o layout do tênis transborda e adiciona a funcionalidade de desfazer eventos"
2026-02-23;"Recurso: sincronize comandos de voz de basquete e detalhes públicos de partidas com eventos esportivos específicos"
2026-02-23;"Correção: duplicatas de eventos de partida, melhorias nas regras de tênis e padrão de pontuação de voz de basquete"
2026-02-23;"consertando frontend de suporte e muito mais"
2026-02-23;"mudanças no front e backend"
2026-02-23;"Recurso: refinamentos de UI premium, substitutos de logotipo e correções de layout móvel"
2026-02-20;"Correção: use ^~ para localização da API no nginx para servir adequadamente imagens de armazenamento"
2026-02-20;"Correção: resolver interface de bloqueio de sobreposição de administrador em resoluções médias"
2026-02-20;"Correção: ajuste o cache do nginx para permitir imagens de armazenamento da API"
2026-02-20;"Correção: logout agora chama signOut() + link Admin corrigido para /admin/dashboard"
2026-02-20;"Recurso: modal público com pílulas coloridas, frases por tipo e badge de time no mobile"
2026-02-20;"Correção: frases por tipo de evento, título defensivo contra dados legados, cache nginx no-store p/ index.html"
